ID	Gene Name	Species	BBID	BIOCARTA	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
CUBN	cubilin(CUBN)	Homo sapiens			GO:0001894~tissue homeostasis,GO:0006898~receptor-mediated endocytosis,GO:0008203~cholesterol metabolic process,GO:0009235~cobalamin metabolic process,GO:0009617~response to bacterium,GO:0015031~protein transport,GO:0015889~cobalamin transport,GO:0042953~lipoprotein transport,GO:0051649~establishment of localization in cell,	GO:0005765~lysosomal membrane,GO:0005768~endosome,GO:0005783~endoplasmic reticulum,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005905~clathrin-coated pit,GO:0010008~endosome membrane,GO:0016020~membrane,GO:0016324~apical plasma membrane,GO:0030139~endocytic vesicle,GO:0031232~extrinsic component of external side of plasma membrane,GO:0031526~brush border membrane,GO:0031528~microvillus membrane,GO:0043202~lysosomal lumen,GO:0043235~receptor complex,GO:0070062~extracellular exosome,	GO:0005509~calcium ion binding,GO:0005515~protein binding,GO:0031419~cobalamin binding,GO:0038023~signaling receptor activity,GO:0038024~cargo receptor activity,GO:0042803~protein homodimerization activity,	IPR000152:EGF-type aspartate/asparagine hydroxylation site,IPR000742:Epidermal growth factor-like domain,IPR000859:CUB domain,IPR001881:EGF-like calcium-binding,IPR009030:Insulin-like growth factor binding protein, N-terminal,IPR018097:EGF-like calcium-binding, conserved site,IPR024731:EGF domain, merozoite surface protein 1-like,	hsa04977:Vitamin digestion and absorption,	261100~Imerslund-Grasbeck syndrome 1,618884~Proteinuria, chronic benign,		SM00042:CUB,SM00179:EGF_CA,SM00181:EGF,	KW-0153~Cholesterol metabolism,KW-0254~Endocytosis,KW-0443~Lipid metabolism,KW-0653~Protein transport,KW-0753~Steroid metabolism,KW-0813~Transport,KW-1207~Sterol metabolism,	KW-0168~Coated pit,KW-0458~Lysosome,KW-0472~Membrane,KW-0967~Endosome,KW-1003~Cell membrane,	KW-0225~Disease variant,	KW-0245~EGF-like domain,KW-0677~Repeat,KW-0732~Signal,	KW-0106~Calcium,KW-0170~Cobalt,KW-0479~Metal-binding,KW-0846~Cobalamin,	KW-0675~Receptor,	KW-0165~Cleavage on pair of basic residues,KW-0325~Glycoprotein,KW-0597~Phosphoprotein,KW-1015~Disulfide bond,	CARBOHYD:N-linked (GlcNAc...) asparagine,DOMAIN:CUB,DOMAIN:CUB 1,DOMAIN:CUB 10,DOMAIN:CUB 11,DOMAIN:CUB 12,DOMAIN:CUB 13,DOMAIN:CUB 14,DOMAIN:CUB 15,DOMAIN:CUB 16,DOMAIN:CUB 17,DOMAIN:CUB 18,DOMAIN:CUB 19,DOMAIN:CUB 2,DOMAIN:CUB 20,DOMAIN:CUB 21,DOMAIN:CUB 22,DOMAIN:CUB 23,DOMAIN:CUB 24,DOMAIN:CUB 25,DOMAIN:CUB 26,DOMAIN:CUB 27,DOMAIN:CUB 3,DOMAIN:CUB 4,DOMAIN:CUB 5,DOMAIN:CUB 6,DOMAIN:CUB 7,DOMAIN:CUB 8,DOMAIN:CUB 9,DOMAIN:EGF-like,DOMAIN:EGF-like 1,DOMAIN:EGF-like 2; calcium-binding,DOMAIN:EGF-like 3; calcium-binding,DOMAIN:EGF-like 4; calcium-binding,DOMAIN:EGF-like 5,DOMAIN:EGF-like 6,DOMAIN:EGF-like 7; calcium-binding,PROPEP:Removed in mature form,REGION:Disordered,REGION:Interaction with AMN,SITE:Cleavage; by furin,
CUL7	cullin 7(CUL7)	Homo sapiens			GO:0000226~microtubule cytoskeleton organization,GO:0000281~mitotic cytokinesis,GO:0001570~vasculogenesis,GO:0001837~epithelial to mesenchymal transition,GO:0001890~placenta development,GO:0006508~proteolysis,GO:0006511~ubiquitin-dependent protein catabolic process,GO:0007030~Golgi organization,GO:0007088~regulation of mitotic nuclear division,GO:0016567~protein ubiquitination,GO:0050775~positive regulation of dendrite morphogenesis,	GO:0005680~anaphase-promoting complex,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005813~centrosome,GO:0005829~cytosol,GO:0031461~cullin-RING ubiquitin ligase complex,GO:0031467~Cul7-RING ubiquitin ligase complex,GO:0048471~perinuclear region of cytoplasm,GO:1990393~3M complex,	GO:0005515~protein binding,GO:0031625~ubiquitin protein ligase binding,	IPR001373:Cullin, N-terminal,IPR004939:Anaphase-promoting complex, subunit 10/DOC domain,IPR008979:Galactose-binding domain-like,IPR014722:Ribosomal protein L2 domain 2,IPR016024:Armadillo-type fold,IPR016158:Cullin homology,IPR019559:Cullin protein, neddylation domain,IPR021097:CPH domain,	hsa04120:Ubiquitin mediated proteolysis,	273750~3-M syndrome 1,		SM00884:SM00884,SM01337:SM01337,	KW-0833~Ubl conjugation pathway,KW-0945~Host-virus interaction,	KW-0206~Cytoskeleton,KW-0333~Golgi apparatus,KW-0963~Cytoplasm,	KW-0225~Disease variant,KW-0242~Dwarfism,				KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Basic and acidic residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in NEDD8),DOMAIN:CPH,DOMAIN:Cullin family profile,DOMAIN:DOC,REGION:Disordered,REGION:Interaction with TP53,
CCND2	cyclin D2(CCND2)	Homo sapiens		h_cellcyclePathway:Cyclins and Cell Cycle Regulation,	GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0000082~G1/S transition of mitotic cell cycle,GO:0001934~positive regulation of protein phosphorylation,GO:0007616~long-term memory,GO:0008284~positive regulation of cell proliferation,GO:0008344~adult locomotory behavior,GO:0043066~negative regulation of apoptotic process,GO:0044772~mitotic cell cycle phase transition,GO:0045737~positive regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0051301~cell division,GO:0071481~cellular response to X-ray,GO:1900087~positive regulation of G1/S transition of mitotic cell cycle,	GO:0000307~cyclin-dependent protein kinase holoenzyme complex,GO:0000785~chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:0031965~nuclear membrane,GO:0097129~cyclin D2-CDK4 complex,	GO:0005515~protein binding,GO:0016538~cyclin-dependent protein serine/threonine kinase regulator activity,GO:0019901~protein kinase binding,GO:0061575~cyclin-dependent protein serine/threonine kinase activator activity,	IPR004367:Cyclin, C-terminal domain,IPR006671:Cyclin, N-terminal,IPR013763:Cyclin-like,IPR015451:Cyclin D,	hsa04068:FoxO signaling pathway,hsa04110:Cell cycle,hsa04115:p53 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04218:Cellular senescence,hsa04310:Wnt signaling pathway,hsa04340:Hedgehog signaling pathway,hsa04390:Hippo signaling pathway,hsa04510:Focal adhesion,hsa04630:JAK-STAT signaling pathway,hsa04917:Prolactin signaling pathway,hsa05162:Measles,hsa05165:Human papillomavirus infection,hsa05166:Human T-cell leukemia virus 1 infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05203:Viral carcinogenesis,hsa05206:MicroRNAs in cancer,	615938~Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3,		SM00385:CYCLIN,SM01332:SM01332,	KW-0131~Cell cycle,KW-0132~Cell division,	KW-0472~Membrane,KW-0539~Nucleus,KW-0963~Cytoplasm,	KW-0225~Disease variant,			KW-0195~Cyclin,	KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,	COMPBIAS:Basic and acidic residues,DOMAIN:Cyclin N-terminal,REGION:Disordered,
CCNJ	cyclin J(CCNJ)	Homo sapiens			GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0044772~mitotic cell cycle phase transition,	GO:0000307~cyclin-dependent protein kinase holoenzyme complex,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005813~centrosome,	GO:0016538~cyclin-dependent protein serine/threonine kinase regulator activity,	IPR004367:Cyclin, C-terminal domain,IPR006671:Cyclin, N-terminal,IPR013763:Cyclin-like,				SM00385:CYCLIN,SM01332:SM01332,						KW-0195~Cyclin,		DOMAIN:Cyclin C-terminal,DOMAIN:Cyclin N-terminal,DOMAIN:Cyclin-like,
CCNP	cyclin P(CCNP)	Homo sapiens			GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0044772~mitotic cell cycle phase transition,	GO:0000307~cyclin-dependent protein kinase holoenzyme complex,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0097124~cyclin A2-CDK2 complex,	GO:0016538~cyclin-dependent protein serine/threonine kinase regulator activity,	IPR004367:Cyclin, C-terminal domain,IPR006671:Cyclin, N-terminal,IPR013763:Cyclin-like,				SM00385:CYCLIN,SM01332:SM01332,		KW-0539~Nucleus,				KW-0195~Cyclin,		DOMAIN:Cyclin C-terminal,DOMAIN:Cyclin N-terminal,DOMAIN:Cyclin-like,REGION:Disordered,
CDK5R2	cyclin dependent kinase 5 regulatory subunit 2(CDK5R2)	Homo sapiens			GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0001764~neuron migration,GO:0007411~axon guidance,GO:0007420~brain development,GO:0021549~cerebellum development,GO:0021722~superior olivary nucleus maturation,GO:0021766~hippocampus development,GO:0021819~layer formation in cerebral cortex,GO:0045956~positive regulation of calcium ion-dependent exocytosis,	GO:0000307~cyclin-dependent protein kinase holoenzyme complex,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016533~cyclin-dependent protein kinase 5 holoenzyme complex,GO:0030426~growth cone,GO:0043005~neuron projection,	GO:0003779~actin binding,GO:0008289~lipid binding,GO:0016301~kinase activity,GO:0019901~protein kinase binding,GO:0061575~cyclin-dependent protein serine/threonine kinase activator activity,	IPR004944:Cyclin-dependent kinase 5 activator,			PIRSF009324:cyclin-dependent kinase 5, regulatory subunit (activating),			KW-0472~Membrane,KW-1003~Cell membrane,			KW-0446~Lipid-binding,	KW-0418~Kinase,KW-0808~Transferase,	KW-0449~Lipoprotein,KW-0519~Myristate,KW-0597~Phosphoprotein,	COMPBIAS:Pro residues,LIPID:N-myristoyl glycine,MUTAGEN:G->A: Absent from the cell periphery.,REGION:Disordered,
CDKL2	cyclin dependent kinase like 2(CDKL2)	Homo sapiens			GO:0006468~protein phosphorylation,GO:0007165~signal transduction,GO:0007548~sex differentiation,GO:0016310~phosphorylation,GO:0051726~regulation of cell cycle,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005813~centrosome,	GO:0004672~protein kinase activity,GO:0004674~protein serine/threonine kinase activity,GO:0004693~cyclin-dependent protein serine/threonine kinase activity,GO:0004712~protein serine/threonine/tyrosine kinase activity,GO:0005524~ATP binding,	IPR000719:Protein kinase, catalytic domain,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR017441:Protein kinase, ATP binding site,				SM00220:S_TKc,		KW-0539~Nucleus,KW-0963~Cytoplasm,			KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,		ACT_SITE:Proton acceptor,DOMAIN:Protein kinase,MOTIF:[NKR]KIAxRE,REGION:Disordered,
CSRNP1	cysteine and serine rich nuclear protein 1(CSRNP1)	Homo sapiens			GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006915~apoptotic process,GO:0009791~post-embryonic development,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048008~platelet-derived growth factor receptor signaling pathway,GO:0048705~skeletal system morphogenesis,GO:0060021~palate development,GO:0060325~face morphogenesis,	GO:0000785~chromatin,GO:0005634~nucleus,GO:0016021~integral component of membrane,	GO:0000981~RNA polymerase II transcription factor activity, sequence-specific DNA binding,GO:0001228~transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,	IPR023260:Cysteine/serine-rich nuclear protein family,					KW-0053~Apoptosis,KW-0804~Transcription,KW-0805~Transcription regulation,	KW-0472~Membrane,KW-0539~Nucleus,		KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0010~Activator,KW-0238~DNA-binding,		COMPBIAS:Polar residues,DOMAIN:Cysteine/serine-rich nuclear protein N-terminal,REGION:Disordered,TRANSMEM:Helical,
CDO1	cysteine dioxygenase type 1(CDO1)	Homo sapiens			GO:0000097~sulfur amino acid biosynthetic process,GO:0006534~cysteine metabolic process,GO:0006954~inflammatory response,GO:0007595~lactation,GO:0019448~L-cysteine catabolic process,GO:0033762~response to glucagon,GO:0042412~taurine biosynthetic process,GO:0043200~response to amino acid,GO:0045471~response to ethanol,GO:0051384~response to glucocorticoid,GO:0051591~response to cAMP,	GO:0005829~cytosol,	GO:0008198~ferrous iron binding,GO:0008270~zinc ion binding,GO:0016151~nickel cation binding,GO:0016702~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen,GO:0017172~cysteine dioxygenase activity,	IPR010300:Cysteine dioxygenase type I,IPR011051:RmlC-like cupin domain,IPR014710:RmlC-like jelly roll fold,	hsa00270:Cysteine and methionine metabolism,hsa00430:Taurine and hypotaurine metabolism,hsa01100:Metabolic pathways,								KW-0408~Iron,KW-0479~Metal-binding,	KW-0223~Dioxygenase,KW-0560~Oxidoreductase,	KW-0883~Thioether bond,	CROSSLNK:3'-(S-cysteinyl)-tyrosine (Cys-Tyr),MUTAGEN:C->S: Reduces enzyme activity and iron incorporation by 50%. Zinc incorporation increased by 20%.,MUTAGEN:C->S: Reduces enzyme activity by 20%. Little effect on iron incorporation. No effect on zinc incorporation.,MUTAGEN:R->Q: Reduces enzyme activity by 70%. Reduces iron and zinc incorporation by 50%.,MUTAGEN:Y->F: Almost total loss of enzyme activity and iron incorporation. Reduces zinc incorporation by 20%.,
CRCT1	cysteine rich C-terminal 1(CRCT1)	Homo sapiens					GO:0005515~protein binding,													COMPBIAS:Polar residues,REGION:Disordered,
CRISP2	cysteine rich secretory protein 2(CRISP2)	Homo sapiens				GO:0005576~extracellular region,GO:0005615~extracellular space,		IPR001283:Allergen V5/Tpx-1-related,IPR003582:Metridin-like ShK toxin,IPR013871:Cysteine-rich secretory protein,IPR014044:CAP domain,IPR018244:Allergen V5/Tpx-1-related, conserved site,				SM00198:SCP,		KW-0964~Secreted,		KW-0732~Signal,			KW-1015~Disulfide bond,	DOMAIN:SCP,DOMAIN:ShKT,
CYP1A1	cytochrome P450 family 1 subfamily A member 1(CYP1A1)	Homo sapiens			GO:0001666~response to hypoxia,GO:0001676~long-chain fatty acid metabolic process,GO:0002933~lipid hydroxylation,GO:0006306~DNA methylation,GO:0006631~fatty acid metabolic process,GO:0006694~steroid biosynthetic process,GO:0006778~porphyrin-containing compound metabolic process,GO:0006805~xenobiotic metabolic process,GO:0007568~aging,GO:0008202~steroid metabolic process,GO:0008210~estrogen metabolic process,GO:0008283~cell proliferation,GO:0009308~amine metabolic process,GO:0009611~response to wounding,GO:0009615~response to virus,GO:0009624~response to nematode,GO:0009635~response to herbicide,GO:0009692~ethylene metabolic process,GO:0009804~coumarin metabolic process,GO:0009812~flavonoid metabolic process,GO:0010041~response to iron(III) ion,GO:0014070~response to organic cyclic compound,GO:0017143~insecticide metabolic process,GO:0019341~dibenzo-p-dioxin catabolic process,GO:0019373~epoxygenase P450 pathway,GO:0032094~response to food,GO:0032496~response to lipopolysaccharide,GO:0033189~response to vitamin A,GO:0035902~response to immobilization stress,GO:0042359~vitamin D metabolic process,GO:0042572~retinol metabolic process,GO:0042759~long-chain fatty acid biosynthetic process,GO:0042904~9-cis-retinoic acid biosynthetic process,GO:0043010~camera-type eye development,GO:0046677~response to antibiotic,GO:0046685~response to arsenic-containing substance,GO:0048565~digestive tract development,GO:0050665~hydrogen peroxide biosynthetic process,GO:0055093~response to hyperoxia,GO:0060137~maternal process involved in parturition,GO:0070365~hepatocyte differentiation,GO:0071280~cellular response to copper ion,GO:0071407~cellular response to organic cyclic compound,GO:0097267~omega-hydroxylase P450 pathway,GO:1900087~positive regulation of G1/S transition of mitotic cell cycle,	GO:0005743~mitochondrial inner membrane,GO:0005789~endoplasmic reticulum membrane,GO:0043231~intracellular membrane-bounded organelle,	GO:0004497~monooxygenase activity,GO:0005506~iron ion binding,GO:0005515~protein binding,GO:0008391~arachidonic acid monooxygenase activity,GO:0008395~steroid hydroxylase activity,GO:0016491~oxidoreductase activity,GO:0016679~oxidoreductase activity, acting on diphenols and related substances as donors,GO:0016711~flavonoid 3'-monooxygenase activity,GO:0019825~oxygen binding,GO:0019899~enzyme binding,GO:0020037~heme binding,GO:0030544~Hsp70 protein binding,GO:0032451~demethylase activity,GO:0051879~Hsp90 protein binding,GO:0070330~aromatase activity,GO:0070576~vitamin D 24-hydroxylase activity,GO:0101020~estrogen 16-alpha-hydroxylase activity,GO:0101021~estrogen 2-hydroxylase activity,GO:0102033~cytochrome P450 fatty acid omega-hydroxylase activity,	IPR001128:Cytochrome P450,IPR002401:Cytochrome P450, E-class, group I,IPR008066:Cytochrome P450, E-class, group I, CYP1,IPR017972:Cytochrome P450, conserved site,	hsa00140:Steroid hormone biosynthesis,hsa00380:Tryptophan metabolism,hsa00830:Retinol metabolism,hsa00980:Metabolism of xenobiotics by cytochrome P450,hsa01100:Metabolic pathways,hsa04913:Ovarian steroidogenesis,hsa05204:Chemical carcinogenesis - DNA adducts,hsa05207:Chemical carcinogenesis - receptor activation,hsa05208:Chemical carcinogenesis - reactive oxygen species,hsa05417:Lipid and atherosclerosis,				KW-0276~Fatty acid metabolism,KW-0443~Lipid metabolism,KW-0444~Lipid biosynthesis,KW-0752~Steroid biosynthesis,	KW-0256~Endoplasmic reticulum,KW-0472~Membrane,KW-0492~Microsome,KW-0496~Mitochondrion,KW-0963~Cytoplasm,KW-0999~Mitochondrion inner membrane,		KW-0732~Signal,	KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,	KW-0456~Lyase,KW-0503~Monooxygenase,KW-0560~Oxidoreductase,	KW-0325~Glycoprotein,	BINDING:axial binding residue,CARBOHYD:O-linked (GlcNAc) serine,REGION:Mitochondrial targeting signal,
CYP11B2	cytochrome P450 family 11 subfamily B member 2(CYP11B2)	Homo sapiens			GO:0002017~regulation of blood volume by renal aldosterone,GO:0003091~renal water homeostasis,GO:0006700~C21-steroid hormone biosynthetic process,GO:0006704~glucocorticoid biosynthetic process,GO:0006705~mineralocorticoid biosynthetic process,GO:0008202~steroid metabolic process,GO:0008203~cholesterol metabolic process,GO:0016125~sterol metabolic process,GO:0032342~aldosterone biosynthetic process,GO:0032870~cellular response to hormone stimulus,GO:0034650~cortisol metabolic process,GO:0034651~cortisol biosynthetic process,GO:0035865~cellular response to potassium ion,GO:0055075~potassium ion homeostasis,GO:0055078~sodium ion homeostasis,GO:0071375~cellular response to peptide hormone stimulus,	GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,	GO:0004497~monooxygenase activity,GO:0004507~steroid 11-beta-monooxygenase activity,GO:0005506~iron ion binding,GO:0008395~steroid hydroxylase activity,GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,GO:0020037~heme binding,GO:0047783~corticosterone 18-monooxygenase activity,	IPR001128:Cytochrome P450,IPR002399:Cytochrome P450, mitochondrial,IPR017972:Cytochrome P450, conserved site,	hsa00140:Steroid hormone biosynthesis,hsa01100:Metabolic pathways,hsa04925:Aldosterone synthesis and secretion,	203400~Hypoaldosteronism, congenital, due to CMO I deficiency,610600~Hypoaldosteronism, congenital, due to CMO II deficiency,Aldosterone to renin ratio raised~Aldosterone to renin ratio raised,Low renin hypertension, susceptibility to~Low renin hypertension, susceptibility to,			KW-0443~Lipid metabolism,KW-0753~Steroid metabolism,KW-0755~Steroidogenesis,	KW-0472~Membrane,KW-0496~Mitochondrion,KW-0999~Mitochondrion inner membrane,	KW-0225~Disease variant,	KW-0809~Transit peptide,	KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,	KW-0503~Monooxygenase,KW-0560~Oxidoreductase,		BINDING:axial binding residue,MUTAGEN:D->E: Increases 11-beta-hydroxylase activity toward 11-deoxycorticosterone and 11-deoxycortisol.,MUTAGEN:I->P: Increases 11-beta- and 18-hydroxylase activities toward 11-deoxycorticosterone; increases 11-beta-hydroxylase activity toward 11-deoxycortisol.,MUTAGEN:K->N: No significant effect on hydroxylase activities toward 11-deoxycorticosterone and 11-deoxycortisol.,TRANSIT:Mitochondrion,
