ID,gene_x,J,J cut-point,J sensitivity,J specificity,J F1,CZ,CZ cut-point,CZ sensitivity,CZ specificity,CZ F1,ER,ER cut-point,ER sensitivity,ER specificity,ER F1,UI,UI cut-point,UI sensitivity,UI specificity,UI F1,AUC,t_dbeta_avg,logFC,AveExpr,t,P.Value,adj.P.Val,B,Normal_AVG,Tumor_AVG,deltaBeta,CHR,MAPINFO,Strand,Type,gene_y,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10
cg13814747,TRPM1,0.562279483,0.11,0.886934673,0.744680851,0.8096065,0.609430129,0.11,0.886934673,0.744680851,0.8096065,0.311926206,0.11,0.886934673,0.744680851,0.8096065,0.103228911,0.09,0.886934673,0.744680851,0.8096065,0.698946862,0.121809645,0.121809645,0.520539519,5.869453082,6.17E-09,1.88E-08,9.082252844,0.411595162,0.533404807,0.121809645,15,31373178,F,II,TRPM1,5'UTR,opensea,5'UTR-opensea,,TRUE,TRUE,,,
cg06398643,LPP,0.359456859,0.05,0.854271357,0.765957447,0.807707536,0.413129477,0.04,0.854271357,0.765957447,0.807707536,0.530329455,0.03,0.854271357,0.765957447,0.807707536,0.264086389,0.02,0.854271357,0.765957447,0.807707536,0.448652839,-0.07901453,-0.07901453,0.849539501,-5.780952945,1.03E-08,3.06E-08,8.585948842,0.920208677,0.841194146,-0.07901453,3,187896120,R,II,LPP,5'UTR,opensea,5'UTR-opensea,,,,,,
cg14394265,FAT1,0.595477387,0.02,0.824120603,0.85106383,0.837375543,0.595477387,0.02,0.824120603,0.85106383,0.837375543,0.365334055,0.01,0.824120603,0.85106383,0.837375543,0.832727467,0.21,0.824120603,0.85106383,0.837375543,0.170319684,-0.100974321,-0.100974321,0.877017565,-6.20089321,8.59E-10,2.84E-09,11.00270833,0.967327183,0.866352861,-0.100974321,4,187637871,F,II,FAT1,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,
cg14962032,CASP8,0.215064685,0.02,0.781407035,0.829787234,0.804870765,0.323318721,0.01,0.781407035,0.829787234,0.804870765,0.610089295,0.01,0.781407035,0.829787234,0.804870765,0.805463488,0.01,0.781407035,0.829787234,0.804870765,0.165909334,0.026745947,0.026745947,0.05051985,3.020015272,0.00259988,0.004034177,-3.274066539,0.026598755,0.053344703,0.026745947,2,202122669,R,II,CASP8,5'UTR,opensea,5'UTR-opensea,,TRUE,TRUE,,,
cg10179363,ANPEP,0.177696996,0.03,0.854271357,0.893617021,0.873501346,0.323158345,0.02,0.854271357,0.893617021,0.873501346,0.613221658,0.02,0.854271357,0.893617021,0.873501346,0.437239388,0.02,0.854271357,0.893617021,0.873501346,0.356142414,-0.030776198,-0.030776198,0.894633663,-3.164762544,0.00160488,0.002564585,-2.831443341,0.922159341,0.891383144,-0.030776198,15,90352112,R,II,ANPEP,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,
cg18495118,F12,0.256762536,0.02,0.783919598,0.829787234,0.80620155,0.335346948,0.02,0.783919598,0.829787234,0.80620155,0.602140677,0.01,0.783919598,0.829787234,0.80620155,0.682561745,0.03,0.783919598,0.829787234,0.80620155,0.221613386,-0.009155857,-0.009155857,0.898947924,-3.001952441,0.002757552,0.004262996,-3.327877026,0.907136757,0.897980901,-0.009155857,5,176836535,F,II,F12,5'UTR,opensea,5'UTR-opensea,,,,low-CpG:176769128-176769178,,
cg12221621,SPSB1,0.726451406,0.09,0.695979899,0.957446809,0.806039639,0.742489041,0.09,0.695979899,0.957446809,0.806039639,0.206769348,0.09,0.695979899,0.957446809,0.806039639,0.176574361,0.07,0.695979899,0.957446809,0.806039639,0.710600877,0.078892272,0.078892272,0.838125133,5.283133674,1.60E-07,4.20E-07,5.925255751,0.767565303,0.846457575,0.078892272,1,9381317,R,II,SPSB1,5'UTR,opensea,5'UTR-opensea,,TRUE,TRUE,,,
cg22442686,IRF2,0.201165401,0.04,0.748743719,0.914893617,0.823521851,0.330802951,0.02,0.748743719,0.914893617,0.823521851,0.609133173,0.02,0.748743719,0.914893617,0.823521851,0.557628568,0.01,0.748743719,0.914893617,0.823521851,0.272559607,-0.022330857,-0.022330857,0.920999886,-3.111975554,0.001917768,0.00303184,-2.995209482,0.940972203,0.918641346,-0.022330857,4,185354977,F,II,IRF2,5'UTR,opensea,5'UTR-opensea,,,,,,
cg00026909,DAB1,0.407997434,0.14,0.751256281,0.872340426,0.807283264,0.493959157,0.14,0.751256281,0.872340426,0.807283264,0.422544188,0.14,0.751256281,0.872340426,0.807283264,0.107291778,0.12,0.751256281,0.872340426,0.807283264,0.636694109,0.069465154,0.069465154,0.580713515,3.026554297,0.002544867,0.003954019,-3.254508343,0.51858513,0.588050284,0.069465154,1,58089001,F,II,DAB1,5'UTR,opensea,5'UTR-opensea,,,TRUE,,rs12117856,
cg26660414,SLC7A8,0.121939485,0.05,0.801507538,0.914893617,0.854455415,0.256869454,0.02,0.801507538,0.914893617,0.854455415,0.69904522,0.02,0.801507538,0.914893617,0.854455415,0.585427136,0.01,0.801507538,0.914893617,0.854455415,0.229177804,0.049691128,0.049691128,0.096712314,3.095973931,0.002023157,0.003188239,-3.044320577,0.052269463,0.101960591,0.049691128,14,23652729,R,II,SLC7A8,5'UTR,opensea,5'UTR-opensea,,,,,,
cg12633410,IL12RB2,0.34534374,0.03,0.748743719,0.978723404,0.848424831,0.451619801,0.03,0.748743719,0.978723404,0.848424831,0.464782418,0.03,0.748743719,0.978723404,0.848424831,0.373088848,0.04,0.748743719,0.978723404,0.848424831,0.43630386,-0.045445954,-0.045445954,0.878646741,-2.951743378,0.003242894,0.004962977,-3.475791335,0.919292785,0.873846832,-0.045445954,1,67780132,R,II,IL12RB2,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,
cg03644587,TNXB,0.427777184,0.07,0.924623116,0.872340426,0.897721188,0.501443387,0.06,0.924623116,0.872340426,0.897721188,0.414580623,0.06,0.924623116,0.872340426,0.897721188,0.157329199,0.05,0.924623116,0.872340426,0.897721188,0.603549663,-0.042167941,-0.042167941,0.767276915,-3.276227709,0.001092759,0.001788651,-2.476792285,0.804991164,0.762823222,-0.042167941,6,32071499,R,II,TNXB,5'UTR,opensea,5'UTR-opensea,,,,,,
cg05640320,PC,0.012562814,0.18,0.793969849,0.872340426,0.831312159,0.191703197,0.04,0.793969849,0.872340426,0.831312159,0.794712103,0.04,0.793969849,0.872340426,0.831312159,0.203677964,0.04,0.793969849,0.872340426,0.831312159,0.33697744,0.01845739,0.01845739,0.901857995,3.057451656,0.002299066,0.003594297,-3.161534091,0.885350037,0.903807427,0.01845739,11,66643399,F,II,PC,5'UTR,opensea,5'UTR-opensea,,,,,,
cg27330193,ZBTB20,0.402811932,0.11,0.884422111,0.787234043,0.833002878,0.48460387,0.11,0.884422111,0.787234043,0.833002878,0.436687602,0.1,0.884422111,0.787234043,0.833002878,0.138565166,0.08,0.884422111,0.787234043,0.833002878,0.613519726,0.113923686,0.113923686,0.55493348,5.68190901,1.80E-08,5.24E-08,8.038813852,0.453042183,0.566965869,0.113923686,3,114137930,R,II,ZBTB20,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,
cg18727239,MAML2,0.263979472,0.02,0.766331658,0.85106383,0.806478268,0.352614135,0.01,0.766331658,0.85106383,0.806478268,0.582430978,0.01,0.766331658,0.85106383,0.806478268,0.90334652,0.05,0.766331658,0.85106383,0.806478268,0.103603122,0.029076016,0.029076016,0.042914334,3.054552215,0.00232117,0.003626534,-3.170298214,0.016909268,0.045985284,0.029076016,11,96076269,R,II,MAML2,5'UTR,opensea,5'UTR-opensea,,,,low-CpG:95715823-95716126,,
cg01602001,CDH11,0.264300225,0.15,0.778894472,0.872340426,0.822973323,0.388966107,0.11,0.778894472,0.872340426,0.822973323,0.538736654,0.11,0.778894472,0.872340426,0.822973323,0.055757511,0.09,0.778894472,0.872340426,0.822973323,0.578370576,-0.051197585,-0.051197585,0.392095203,-3.04832417,0.002369311,0.0036973,-3.189096153,0.437885403,0.386687818,-0.051197585,16,65104932,R,II,CDH11,5'UTR,opensea,5'UTR-opensea,,TRUE,TRUE,,,
cg07714276,RREB1,0.627445739,0.16,0.899497487,0.787234043,0.839629817,0.660750561,0.16,0.899497487,0.787234043,0.839629817,0.268676447,0.16,0.899497487,0.787234043,0.839629817,0.021811184,0.14,0.899497487,0.787234043,0.839629817,0.790895969,0.233877207,0.233877207,0.67136249,13.72480638,5.05E-39,1.17E-37,77.5610438,0.462186921,0.696064127,0.233877207,6,7169632,F,II,RREB1,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,
cg22996718,MYO18B,0.075376884,0.1,0.806532663,0.85106383,0.828200084,0.210734524,0.03,0.806532663,0.85106383,0.828200084,0.762873763,0.03,0.806532663,0.85106383,0.828200084,0.380840372,0.02,0.806532663,0.85106383,0.828200084,0.25173741,-0.020243138,-0.020243138,0.874171648,-3.079168557,0.002139549,0.00335907,-3.095631722,0.892276746,0.872033608,-0.020243138,22,26138213,F,II,MYO18B,5'UTR,opensea,5'UTR-opensea,,,,,,
cg26546229,ANKRD11,0.297123917,0.01,0.736180905,0.936170213,0.824217626,0.387790014,0.01,0.736180905,0.936170213,0.824217626,0.559198171,0.01,0.736180905,0.936170213,0.824217626,0.947396557,0.04,0.736180905,0.936170213,0.824217626,0.053939912,-0.005782417,-0.005782417,0.950850882,-3.082483923,0.002116111,0.003324977,-3.085530699,0.956022572,0.950240155,-0.005782417,16,89385611,R,II,ANKRD11,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,
cg08830492,NFASC,0.139099754,0.01,0.751256281,0.914893617,0.825039304,0.303645889,0.01,0.751256281,0.914893617,0.825039304,0.641916633,0.01,0.751256281,0.914893617,0.825039304,0.648882711,0.02,0.751256281,0.914893617,0.825039304,0.225275313,-0.019017547,-0.019017547,0.858368268,-2.967526649,0.003082517,0.004731793,-3.429557877,0.87537722,0.856359673,-0.019017547,1,204899141,F,I,NFASC,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,rs7538017
cg22932313,ELF5,0.566983855,0.15,0.793969849,0.85106383,0.821526063,0.601732065,0.15,0.793969849,0.85106383,0.821526063,0.337519978,0.14,0.793969849,0.85106383,0.821526063,0.028386614,0.13,0.793969849,0.85106383,0.821526063,0.740644713,-0.076494228,-0.076494228,0.694114947,-3.179906145,0.00152423,0.002443472,-2.783964741,0.762530009,0.686035781,-0.076494228,11,34535189,F,I,ELF5,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,
cg02127965,CEACAM19,0.396450337,0.07,0.869346734,0.744680851,0.802199258,0.47802844,0.06,0.869346734,0.744680851,0.802199258,0.437674672,0.06,0.869346734,0.744680851,0.802199258,0.113065327,0.05,0.869346734,0.744680851,0.802199258,0.625013365,-0.09036222,-0.09036222,0.772099293,-5.735247697,1.33E-08,3.93E-08,8.332374589,0.852917638,0.762555418,-0.09036222,19,45175197,F,II,CEACAM19,5'UTR,opensea,5'UTR-opensea,,,,,,
cg16143578,ROBO4,0.06896183,0.18,0.844221106,0.893617021,0.868217054,0.265583235,0.15,0.844221106,0.893617021,0.868217054,0.685701299,0.15,0.844221106,0.893617021,0.868217054,0.094728964,0.13,0.844221106,0.893617021,0.868217054,0.454266011,0.058938931,0.058938931,0.528051314,3.211272354,0.001368943,0.00220972,-2.684920077,0.475337394,0.534276325,0.058938931,11,124767801,F,I,ROBO4,5'UTR,opensea,5'UTR-opensea,,,,,,
cg24145935,GLIS1,0.525606757,0.08,0.733668342,0.914893617,0.814319995,0.56987063,0.08,0.733668342,0.914893617,0.814319995,0.355057982,0.07,0.733668342,0.914893617,0.814319995,0.020314338,0.06,0.733668342,0.914893617,0.814319995,0.738265797,0.044973371,0.044973371,0.76210897,2.995864625,0.002812633,0.004342711,-3.345941803,0.721885596,0.766858967,0.044973371,1,54195078,R,II,GLIS1,5'UTR,opensea,5'UTR-opensea,,,,,,
cg02846790,ADCYAP1R1,0.772693254,0.06,0.861809045,0.829787234,0.845495054,0.777076874,0.06,0.861809045,0.829787234,0.845495054,0.207125847,0.06,0.861809045,0.829787234,0.845495054,0.276328451,0.03,0.861809045,0.829787234,0.845495054,0.659467551,-0.269412885,-0.269412885,0.685028746,-12.45610234,6.08E-33,9.85E-32,63.65194324,0.925986787,0.656573902,-0.269412885,7,31101520,R,II,ADCYAP1R1,5'UTR,opensea,5'UTR-opensea,,,TRUE,,,
cg20287234,GPR55,0.415053993,0.05,0.85678392,0.787234043,0.820537834,0.473430985,0.05,0.85678392,0.787234043,0.820537834,0.449004318,0.04,0.85678392,0.787234043,0.820537834,0.197904416,0.03,0.85678392,0.787234043,0.820537834,0.516866246,-0.090681055,-0.090681055,0.787310524,-5.643507937,2.24E-08,6.44E-08,7.829044694,0.868414029,0.777732974,-0.090681055,2,231789465,R,II,GPR55,5'UTR,opensea,5'UTR-opensea,,,,,,
cg23753947,LEP,0.292366086,0.02,0.886934673,0.808510638,0.845908876,0.398588688,0.04,0.886934673,0.808510638,0.845908876,0.523188975,0.04,0.886934673,0.808510638,0.845908876,0.174970598,0.04,0.886934673,0.808510638,0.845908876,0.545653801,0.023035915,0.023035915,0.902386491,3.212508932,0.001363131,0.002200919,-2.680995888,0.881783582,0.904819498,0.023035915,7,127889701,F,II,LEP,5'UTR,opensea,5'UTR-opensea,,,,,rs73226681,
cg11047295,HMGB1,0.25307388,0.01,0.864321608,0.829787234,0.84670243,0.342136213,0.01,0.864321608,0.829787234,0.84670243,0.616258033,0.01,0.864321608,0.829787234,0.84670243,0.977707687,0.03,0.864321608,0.829787234,0.84670243,0.040040629,0.007380071,0.007380071,0.038031634,5.742655301,1.28E-08,3.77E-08,8.373345371,0.031431031,0.038811102,0.007380071,13,31039916,F,II,HMGB1,5'UTR,opensea,5'UTR-opensea,,,,,,
cg08332212,MLN,0.351224206,0.03,0.793969849,0.914893617,0.850153288,0.44905378,0.02,0.793969849,0.914893617,0.850153288,0.467686059,0.02,0.793969849,0.914893617,0.850153288,0.497594355,0.01,0.793969849,0.914893617,0.850153288,0.395701914,-0.033541733,-0.033541733,0.888940908,-3.092940079,0.002043728,0.003218654,-3.053603929,0.918940031,0.885398298,-0.033541733,6,33770850,R,II,MLN,5'UTR,opensea,5'UTR-opensea,,,,,,
cg06518271,ADH6,0.250561317,0.02,0.751256281,0.893617021,0.816276122,0.339997862,0.02,0.751256281,0.893617021,0.816276122,0.618696412,0.02,0.751256281,0.893617021,0.816276122,0.647973912,0.01,0.751256281,0.893617021,0.816276122,0.247995296,-0.026155353,-0.026155353,0.932659046,-3.094064857,0.002036079,0.003207388,-3.050163234,0.956051923,0.92989657,-0.026155353,4,100140325,R,II,ADH6,5'UTR,opensea,5'UTR-opensea,,,,,,
cg08907436,ESR1,0.500481129,0.06,0.849246231,0.872340426,0.86063843,0.547952529,0.06,0.849246231,0.872340426,0.86063843,0.39316193,0.06,0.849246231,0.872340426,0.86063843,0.143590292,0.05,0.849246231,0.872340426,0.86063843,0.649203464,-0.13979891,-0.13979891,0.772477671,-5.756395616,1.18E-08,3.50E-08,8.44947177,0.897511302,0.757712393,-0.13979891,6,152125965,R,II,ESR1,5'UTR,shelf,5'UTR-shelf,chr6:152128822-152129771,,,,,
cg15349424,TGIF2,0.328290388,0.01,0.874371859,0.914893617,0.894173887,0.388431519,0.01,0.874371859,0.914893617,0.894173887,0.575249112,0.01,0.874371859,0.914893617,0.894173887,0.984924623,0.05,0.874371859,0.914893617,0.894173887,0.021223137,-0.006092617,-0.006092617,0.958341489,-3.107553988,0.001946372,0.003074432,-3.00880462,0.963790616,0.957697999,-0.006092617,20,35207000,F,II,TGIF2,5'UTR,shelf,5'UTR-shelf,chr20:35201323-35203490,,,,rs73618602,
cg20638583,TBC1D1,0.348711643,0.03,0.683417085,0.978723404,0.804837257,0.437827435,0.02,0.683417085,0.978723404,0.804837257,0.479028825,0.02,0.683417085,0.978723404,0.804837257,0.503795574,0.01,0.683417085,0.978723404,0.804837257,0.406554047,-0.026412668,-0.026412668,0.901162588,-2.919106364,0.003598926,0.005472548,-3.570626983,0.924785603,0.898372936,-0.026412668,4,37897060,R,II,TBC1D1,5'UTR,shelf,5'UTR-shelf,chr4:37891656-37893314,,,,,
cg20021790,RPH3AL,0.550411633,0.09,0.814070352,0.787234043,0.800427322,0.567732278,0.09,0.814070352,0.787234043,0.800427322,0.390786357,0.08,0.814070352,0.787234043,0.800427322,0.056505934,0.06,0.814070352,0.787234043,0.800427322,0.670961189,0.083684787,0.083684787,0.629578039,5.839440742,7.34E-09,2.22E-08,8.913162678,0.55473187,0.638416657,0.083684787,17,181288,F,II,RPH3AL,5'UTR,shelf,5'UTR-shelf,chr17:185075-185296,,TRUE,,,
cg16377923,BDH1,0.480541003,0.01,0.85678392,0.85106383,0.853914296,0.53998717,0.01,0.85678392,0.85106383,0.853914296,0.388516815,0.01,0.85678392,0.85106383,0.853914296,0.929648241,0.06,0.85678392,0.85106383,0.853914296,0.078771517,-0.021814338,-0.021814338,0.925814913,-5.681270731,1.81E-08,5.26E-08,8.035316387,0.945325265,0.923510927,-0.021814338,3,197279261,R,II,BDH1,5'UTR,shelf,5'UTR-shelf,chr3:197281605-197283128,,,,,
cg26776806,CBFA2T3,0.455254998,0.08,0.751256281,0.872340426,0.807283264,0.508499947,0.08,0.751256281,0.872340426,0.807283264,0.436184847,0.08,0.751256281,0.872340426,0.807283264,0.072597028,0.06,0.751256281,0.872340426,0.807283264,0.622019673,0.074614256,0.074614256,0.452760635,5.678593986,1.84E-08,5.34E-08,8.020653073,0.386026986,0.460641242,0.074614256,16,88991518,F,I,CBFA2T3,5'UTR,shelf,5'UTR-shelf,chr16:88994137-88994442,,TRUE,,,
cg17541002,CAMKK2,0.439484657,0.15,0.836683417,0.872340426,0.854139948,0.51801561,0.15,0.836683417,0.872340426,0.854139948,0.396378032,0.15,0.836683417,0.872340426,0.854139948,0.090452261,0.16,0.836683417,0.872340426,0.854139948,0.668822838,0.115389484,0.115389484,0.738620658,5.761825856,1.15E-08,3.40E-08,8.47960385,0.635418378,0.750807862,0.115389484,12,121714889,F,II,CAMKK2,5'UTR,shelf,5'UTR-shelf,chr12:121711846-121712162,TRUE,,,rs1612131,
cg02774129,DAB1,0.211696782,0.14,0.748743719,0.936170213,0.832032489,0.346145622,0.12,0.748743719,0.936170213,0.832032489,0.592959602,0.12,0.748743719,0.936170213,0.832032489,0.003635197,0.1,0.748743719,0.936170213,0.832032489,0.553538971,-0.059711305,-0.059711305,0.720532135,-3.034916007,0.002476073,0.003853627,-3.22943813,0.773936852,0.714225547,-0.059711305,1,58712062,F,II,DAB1,5'UTR,shelf,5'UTR-shelf,chr1:58715272-58716095,,,,,
cg07438246,SLC6A6,0.120763391,0.06,0.75879397,0.936170213,0.838200971,0.236287822,0.02,0.75879397,0.936170213,0.838200971,0.726493412,0.02,0.75879397,0.936170213,0.838200971,0.235860152,0.02,0.75879397,0.936170213,0.838200971,0.372474072,-0.020545108,-0.020545108,0.900310567,-3.126370742,0.001827298,0.002897244,-2.950817098,0.918685742,0.898140634,-0.020545108,3,14446645,R,II,SLC6A6,5'UTR,shelf,5'UTR-shelf,chr3:14443629-14444577,,TRUE,,,
cg12783799,GJB6,0.28691329,0.02,0.891959799,0.787234043,0.836331222,0.361648669,0.02,0.891959799,0.787234043,0.836331222,0.599184361,0.02,0.891959799,0.787234043,0.836331222,0.621565273,0.01,0.891959799,0.787234043,0.836331222,0.262455897,-0.028008817,-0.028008817,0.93167734,-3.234828977,0.001262077,0.00204753,-2.609911134,0.956727922,0.928719105,-0.028008817,13,20803852,R,II,GJB6,5'UTR,shelf,5'UTR-shelf,chr13:20806016-20806867,,,,,
cg02467024,FOXJ2,0.388752272,0.06,0.716080402,0.914893617,0.803369498,0.457607185,0.06,0.716080402,0.914893617,0.803369498,0.465679093,0.05,0.716080402,0.914893617,0.803369498,0.27066182,0.04,0.716080402,0.914893617,0.803369498,0.534908585,-0.035494734,-0.035494734,0.769523432,-2.866852422,0.004243665,0.006385665,-3.720310617,0.801269285,0.76577455,-0.035494734,12,8187972,F,II,FOXJ2,5'UTR,shelf,5'UTR-shelf,chr12:8184964-8185616,,,,rs58872364,
cg08967200,KIF18A,0.225061478,0.01,0.726130653,0.957446809,0.825897819,0.375173741,0.01,0.726130653,0.957446809,0.825897819,0.548001083,0.01,0.726130653,0.957446809,0.825897819,0.905859083,0.03,0.726130653,0.957446809,0.825897819,0.147653159,-0.005681173,-0.005681173,0.064749841,-2.926733048,0.003512678,0.005349639,-3.548558195,0.06983098,0.064149807,-0.005681173,11,28129733,R,I,KIF18A,5'UTR,shelf,5'UTR-shelf,chr11:28131863-28132221,TRUE,,,,
cg05723552,NLRC5,0.273495135,0.05,0.879396985,0.936170213,0.906895943,0.391104458,0.04,0.879396985,0.936170213,0.906895943,0.530629039,0.04,0.879396985,0.936170213,0.906895943,0.287982466,0.03,0.879396985,0.936170213,0.906895943,0.465599273,-0.044041342,-0.044041342,0.825091373,-3.236971717,0.001252749,0.002033105,-2.603061655,0.864481158,0.820439816,-0.044041342,16,57026029,R,II,NLRC5,5'UTR,shelf,5'UTR-shelf,chr16:57023190-57023768,,,,,
cg07114886,GRM2,0.411846466,0.06,0.899497487,0.765957447,0.827373692,0.498022025,0.06,0.899497487,0.765957447,0.827373692,0.416621485,0.06,0.899497487,0.765957447,0.827373692,0.136266439,0.07,0.899497487,0.765957447,0.827373692,0.603870416,-0.050299692,-0.050299692,0.613006171,-3.238858912,0.001244587,0.002020684,-2.597025383,0.657993311,0.607693619,-0.050299692,3,51745946,F,II,GRM2,5'UTR,shelf,5'UTR-shelf,chr3:51749754-51750061,,,,,rs75002474
cg00196660,ITGB4,0.201432695,0.06,0.736180905,0.893617021,0.807294913,0.358601518,0.06,0.736180905,0.893617021,0.807294913,0.568658152,0.06,0.736180905,0.893617021,0.807294913,0.194750347,0.07,0.736180905,0.893617021,0.807294913,0.498823907,0.046254612,0.046254612,0.817512886,5.36825245,1.02E-07,2.73E-07,6.364319048,0.776143592,0.822398204,0.046254612,17,73720645,F,II,ITGB4,5'UTR,shelf,5'UTR-shelf,chr17:73717023-73717847,,,,,
cg14781242,LCK,0.236501657,0.06,0.889447236,0.85106383,0.869832299,0.349673901,0.04,0.889447236,0.85106383,0.869832299,0.58021363,0.04,0.889447236,0.85106383,0.869832299,0.141826152,0.04,0.889447236,0.85106383,0.869832299,0.523949535,-0.059240208,-0.059240208,0.812661939,-3.191985659,0.001462597,0.002350633,-2.74593391,0.865645316,0.806405108,-0.059240208,1,32738251,F,II,LCK,5'UTR,shelf,5'UTR-shelf,chr1:32740710-32741544,,,,,
cg15849060,ALDH3A1,0.352400299,0.2,0.834170854,0.829787234,0.83197327,0.44905378,0.17,0.834170854,0.829787234,0.83197327,0.472000951,0.17,0.834170854,0.829787234,0.83197327,0.069122207,0.15,0.834170854,0.829787234,0.83197327,0.685956378,0.118046969,0.118046969,0.716787993,6.020722358,2.54E-09,8.03E-09,9.94669437,0.611208906,0.729255875,0.118046969,17,19649004,F,II,ALDH3A1,5'UTR,shore,5'UTR-shore,chr17:19648139-19648492,,TRUE,,,
cg09798023,HOXA3,0.28472148,0.14,0.738693467,0.893617021,0.808803301,0.410830749,0.09,0.738693467,0.893617021,0.808803301,0.508274397,0.09,0.738693467,0.893617021,0.808803301,0.07468192,0.1,0.738693467,0.893617021,0.808803301,0.593365765,0.049275889,0.049275889,0.769373171,2.945824938,0.00330497,0.005052137,-3.493065716,0.725301701,0.774577591,0.049275889,7,27161624,F,II,HOXA3,5'UTR,shore,5'UTR-shore,chr7:27162087-27162426,,,,rs75365262,
cg00437864,BANP,0.531968352,0.06,0.74120603,0.914893617,0.818941864,0.579493211,0.06,0.74120603,0.914893617,0.818941864,0.352141884,0.06,0.74120603,0.914893617,0.818941864,0.198225168,0.04,0.74120603,0.914893617,0.818941864,0.624051107,-0.094524293,-0.094524293,0.732482109,-5.862730618,6.41E-09,1.95E-08,9.044308615,0.817022937,0.722498645,-0.094524293,16,87992508,F,II,BANP,5'UTR,shore,5'UTR-shore,chr16:87991287-87991596,,,,,
